Snapshot Number,Redshift,Stellar Mass [Msun],Star Formation Rate [Msun/yr],GalaxyID,GALEX_FUV,GALEX_NUV,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,TwoMASS_J,TwoMASS_H,TwoMASS_Ks,UKIDSS_Z,UKIDSS_Y,UKIDSS_J,UKIDSS_H,UKIDSS_K,Johnson_U,Johnson_B,Johnson_V,Johnson_R,Johnson_I,Johnson_J,Johnson_M,WISE_W1,WISE_W2,WISE_W3,WISE_W4,IRAS_12,IRAS_25,IRAS_60,IRAS_100,IRAC_I1,IRAC_I2,IRAC_I3,IRAC_I4,MIPS_24,MIPS_70,MIPS_160,PACS_70,PACS_100,PACS_160,SPIRE_250,SPIRE_350,SPIRE_500,SCUBA2_450,SCUBA2_850,GALEX_FUV_f,GALEX_NUV_f,SDSS_u_f,SDSS_g_f,SDSS_r_f,SDSS_i_f,SDSS_z_f,TwoMASS_J_f,TwoMASS_H_f,TwoMASS_Ks_f,UKIDSS_Z_f,UKIDSS_Y_f,UKIDSS_J_f,UKIDSS_H_f,UKIDSS_K_f,Johnson_U_f,Johnson_B_f,Johnson_V_f,Johnson_R_f,Johnson_I_f,Johnson_J_f,GALEX_FUV_e,GALEX_NUV_e,SDSS_u_e,SDSS_g_e,SDSS_r_e,SDSS_i_e,SDSS_z_e,TwoMASS_J_e,TwoMASS_H_e,TwoMASS_Ks_e,UKIDSS_Z_e,UKIDSS_Y_e,UKIDSS_J_e,UKIDSS_H_e,UKIDSS_K_e,Johnson_U_e,Johnson_B_e,Johnson_V_e,Johnson_R_e,Johnson_I_e,Johnson_J_e,ALMA_6,ALMA_7,ALMA_8,ALMA_9,ALMA_10
28,2.220446E-16,1.64159263E10,1.3785474,9961050,-17.947649,-18.04056,-18.911823,-19.968754,-20.508286,-20.733095,-21.004725,-21.299192,-21.529839,-21.353321,-20.986605,-21.202698,-21.305141,-21.520636,-21.317394,-18.85982,-19.771124,-20.243036,-20.630043,-20.960485,-21.292269,-20.427816,-20.80788,-20.449331,-21.330294,-22.4461,-21.253504,-22.373844,-24.23576,-25.367714,-20.775002,-20.482168,-20.77908,-21.497728,-22.471905,-24.684343,-25.724215,-24.645355,-25.37903,-25.660793,-25.212318,-24.535088,-23.582565,-23.890787,-21.859962,-18.286108,-18.380962,-19.136694,-20.141464,-20.661308,-20.863781,-21.122068,-21.385254,-21.58614,-21.39058,-21.104904,-21.3068,-21.390356,-21.577745,-21.35371,-19.0864,-19.950607,-20.399796,-20.771542,-21.079103,-21.378202,-17.286015,-17.38338,-18.491098,-19.646383,-20.254349,-20.528244,-20.837149,-21.189753,-21.461578,-21.310606,-20.815866,-21.062138,-21.197495,-21.451488,-21.275928,-18.436049,-19.430672,-19.965342,-20.404207,-20.788288,-21.182499,-20.878195,-21.597128,-22.62026,-23.856493,-24.53961
28,2.220446E-16,1.00307579E10,0.35030273,9981020,-16.44723,-16.59191,-17.823256,-19.085442,-19.703112,-19.978582,-20.262754,-20.547346,-20.763437,-20.549429,-20.24429,-20.462439,-20.552322,-20.754747,-20.509933,-17.76559,-18.849533,-19.43276,-19.851513,-20.215975,-20.541384,-19.416088,-19.923662,-19.483057,-19.91686,-20.979616,-19.853233,-20.896214,-22.990591,-24.07417,-19.880423,-19.525497,-19.605404,-20.12792,-20.998304,-23.466125,-24.231758,-23.431755,-24.08837,-24.174555,-23.5393,-22.769112,-21.753239,-22.073446,-19.97637,-16.720945,-16.86041,-17.959972,-19.17948,-19.777615,-20.034594,-20.309544,-20.575766,-20.780537,-20.559513,-20.291985,-20.501482,-20.5805,-20.772188,-20.51979,-17.904165,-18.949858,-19.512192,-19.915642,-20.263615,-20.570316,-16.197811,-16.336456,-17.615704,-18.896221,-19.542652,-19.842052,-20.146837,-20.465322,-20.712124,-20.516624,-20.12728,-20.360237,-20.471554,-20.70266,-20.47821,-17.557714,-18.65495,-19.26148,-19.704996,-20.097073,-20.459623,-18.978926,-19.709583,-20.753416,-22.0375,-22.771027
28,2.220446E-16,1.39827487E10,0.22915168,1740036,-15.198825,-15.623712,-17.718391,-19.21325,-19.921652,-20.236273,-20.548292,-20.877941,-21.112316,-20.907822,-20.527283,-20.778572,-20.884394,-21.102356,-20.86833,-17.654457,-18.93869,-19.633986,-20.091679,-20.499504,-20.868828,-19.729164,-20.265423,-19.81572,-19.897734,-20.932648,-19.835135,-20.855352,-22.964426,-24.203485,-20.228155,-19.861149,-19.818909,-20.14698,-20.954876,-23.484188,-24.43743,-23.442081,-24.216208,-24.383743,-23.745775,-22.945997,-21.891325,-22.221249,-20.056168,-15.202097,-15.626674,-17.720922,-19.215464,-19.923368,-20.237951,-20.550354,-20.879465,-21.113468,-20.9087,-20.529573,-20.780119,-20.885904,-21.10353,-20.869177,-17.657013,-18.94106,-19.63588,-20.093359,-20.501528,-20.870375,-14.939388,-15.42189,-17.65384,-19.164637,-19.881578,-20.201883,-20.51457,-20.850666,-21.092113,-20.893042,-20.492313,-20.746922,-20.85717,-21.082058,-20.853767,-17.589123,-18.886917,-19.59229,-20.054659,-20.46627,-20.841682,-19.055637,-19.784964,-20.856956,-22.184095,-22.947533
28,2.220446E-16,1.63132047E10,0.8815767,10474322,-16.674528,-16.799175,-18.081709,-19.353079,-20.028538,-20.343998,-20.6876,-21.09281,-21.39056,-21.252522,-20.663948,-20.94779,-21.10225,-21.379057,-21.218647,-18.02487,-19.117853,-19.721966,-20.202276,-20.634235,-21.08449,-20.335445,-20.720695,-20.369066,-21.073765,-22.206665,-20.98846,-22.136599,-24.17536,-25.292253,-20.69367,-20.402569,-20.627838,-21.252111,-22.234596,-24.645248,-25.547209,-24.608799,-25.304699,-25.487736,-24.951977,-24.239706,-23.2682,-23.58003,-21.532639,-17.550426,-17.709764,-18.720564,-19.889898,-20.473053,-20.717247,-21.002718,-21.309044,-21.529547,-21.342125,-20.983364,-21.218925,-21.31569,-21.52004,-21.30594,-18.667593,-19.67516,-20.203089,-20.604876,-20.956219,-21.300898,-16.656256,-16.828707,-18.144014,-19.416332,-20.065811,-20.36856,-20.698069,-21.087914,-21.38122,-21.244057,-20.675436,-20.947437,-21.096865,-21.369934,-21.210178,-18.08721,-19.18435,-19.773552,-20.231314,-20.646126,-21.07916,-20.560385,-21.269312,-22.296211,-23.545238,-24.24303
28,2.220446E-16,1.2004222E10,0.81055975,2293313,-17.098484,-17.295403,-18.498972,-19.671467,-20.236008,-20.465729,-20.741821,-21.025635,-21.239336,-21.05663,-20.724218,-20.940437,-21.031403,-21.230162,-21.021349,-18.444569,-19.461678,-19.972353,-20.360144,-20.696108,-21.019114,-20.136265,-20.504013,-20.15704,-21.014599,-22.111164,-20.950148,-22.01863,-23.910826,-25.137348,-20.473658,-20.187775,-20.482494,-21.19786,-22.12539,-24.401852,-25.473923,-24.359034,-25.14851,-25.414053,-24.89374,-24.16407,-23.16554,-23.483309,-21.39325,-17.103909,-17.300598,-18.499693,-19.67113,-20.235184,-20.464577,-20.740738,-21.024872,-21.238811,-21.05629,-20.723137,-20.93957,-21.030647,-21.229631,-21.021008,-18.445316,-19.461601,-19.971643,-20.359097,-20.695034,-21.018368,-16.08703,-16.336088,-17.833323,-19.14462,-19.789137,-20.08899,-20.41572,-20.793642,-21.086275,-20.957087,-20.394268,-20.650541,-20.80215,-21.075169,-20.924772,-17.775118,-18.91003,-19.502886,-19.952961,-20.363428,-20.786682,-20.400505,-21.126568,-22.171402,-23.447874,-24.167564
28,2.220446E-16,1.00708782E10,0.768607,2334225,-17.225832,-17.39619,-18.45939,-19.600836,-20.142687,-20.37667,-20.645452,-20.932383,-21.146523,-20.962175,-20.627604,-20.845469,-20.937292,-21.137188,-20.926523,-18.40668,-19.397165,-19.888964,-20.268267,-20.600702,-20.92671,-20.020233,-20.405842,-20.045948,-20.84367,-21.923838,-20.783289,-21.822985,-23.749596,-24.981583,-20.37268,-20.077873,-20.348387,-21.040344,-21.933662,-24.250679,-25.298859,-24.2081,-24.99309,-25.240908,-24.711214,-23.980568,-22.98337,-23.300907,-21.214483,-17.291718,-17.456266,-18.489061,-19.6185,-20.156612,-20.386831,-20.65589,-20.937584,-21.149836,-20.964146,-20.63816,-20.853054,-20.942455,-21.14058,-20.928371,-18.436852,-19.41671,-19.9033,-20.279913,-20.61087,-20.931961,-16.557318,-16.724514,-17.984097,-19.206982,-19.816563,-20.099056,-20.409573,-20.769333,-21.043211,-20.89709,-20.387917,-20.641376,-20.776644,-21.032486,-20.863218,-17.928852,-18.986206,-19.536255,-19.970589,-20.35954,-20.763552,-20.225365,-20.947947,-21.99118,-23.265514,-23.984072
28,2.220446E-16,3.07644662E10,1.8329428,8395233,-17.388096,-17.49078,-18.663786,-19.90077,-20.57861,-20.883707,-21.234295,-21.642603,-21.94638,-21.807753,-21.209648,-21.496374,-21.651848,-21.934193,-21.772417,-18.608381,-19.663282,-20.266468,-20.746828,-21.180649,-21.634653,-20.931002,-21.290033,-20.950857,-21.774326,-22.891068,-21.696686,-22.811142,-24.664942,-25.862175,-21.267231,-20.982204,-21.276096,-21.965147,-22.913704,-25.134356,-26.223856,-25.092237,-25.872995,-26.158201,-25.66037,-24.941116,-23.953196,-24.268442,-22.196608,-18.359522,-18.464737,-19.363,-20.450878,-21.037888,-21.274292,-21.569925,-21.878956,-22.100498,-21.908463,-21.549809,-21.79167,-21.885012,-22.090395,-21.870577,-19.3122,-20.24045,-20.755367,-21.166954,-21.522972,-21.871817,-17.422642,-17.529284,-18.638037,-19.838512,-20.49417,-20.793417,-21.145147,-21.56265,-21.884684,-21.767107,-21.120638,-21.408773,-21.571932,-21.872046,-21.732721,-18.58389,-19.606443,-20.19038,-20.658844,-21.0911,-21.555515,-21.194267,-21.931095,-22.967596,-24.233448,-24.944721
28,2.220446E-16,1.11307121E10,1.4843352,10390333,-17.965744,-18.00413,-18.723324,-19.653711,-20.131033,-20.3212,-20.586227,-20.869827,-21.10351,-20.942755,-20.569618,-20.769354,-20.8766,-21.094124,-20.909472,-18.672438,-19.473131,-19.874645,-20.236555,-20.541235,-20.86352,-20.20256,-20.47233,-20.180065,-21.371002,-22.518385,-21.281193,-22.441177,-24.41231,-25.453083,-20.450167,-20.20329,-20.698057,-21.533125,-22.542564,-24.855925,-25.6249,-24.822144,-25.467388,-25.564962,-24.93314,-24.149673,-23.116991,-23.440218,-21.322731,-17.933155,-17.9892,-18.815722,-19.784504,-20.269878,-20.454298,-20.712255,-20.971321,-21.176046,-20.993961,-20.696426,-20.887732,-20.977245,-21.167406,-20.959623,-18.764387,-19.60213,-20.012356,-20.372013,-20.667873,-20.964554,-18.089762,-18.138506,-18.846209,-19.771877,-20.239265,-20.419292,-20.675295,-20.939594,-21.154312,-20.978895,-20.659294,-20.851667,-20.945835,-21.145433,-20.94506,-18.795507,-19.594345,-19.986546,-20.33902,-20.631428,-20.933336,-20.296358,-21.054583,-22.106329,-23.404137,-24.151628
28,2.220446E-16,1.08250204E10,0.8566417,10392877,-18.008593,-18.100222,-18.823702,-19.791166,-20.273788,-20.458786,-20.703064,-20.940989,-21.130007,-20.923841,-20.687729,-20.87461,-20.945751,-21.122568,-20.887184,-18.774654,-19.61067,-20.026733,-20.374125,-20.660501,-20.935911,-19.89345,-20.332792,-19.931004,-20.738785,-21.825623,-20.673063,-21.760563,-23.419916,-24.508532,-20.292778,-19.969576,-20.208902,-20.915775,-21.854712,-23.814365,-25.012264,-23.77531,-24.517548,-24.93586,-24.61817,-24.003563,-23.095482,-23.395792,-21.418339,-18.144493,-18.233728,-18.896576,-19.840927,-20.313925,-20.491047,-20.729624,-20.958158,-21.14053,-20.930202,-20.714376,-20.897327,-20.962679,-21.13325,-20.893381,-18.848295,-19.663677,-20.06879,-20.41012,-20.688086,-20.953339,-17.505161,-17.569613,-18.4551,-19.48426,-20.0304,-20.256788,-20.537962,-20.834154,-21.064909,-20.88403,-20.519478,-20.735659,-20.8406,-21.05654,-20.84864,-18.404076,-19.290005,-19.757582,-20.154774,-20.49085,-20.82879,-20.437263,-21.158775,-22.1627,-23.362196,-24.009436
28,2.220446E-16,1.97003551E10,1.2460167,9840059,-17.884224,-17.964886,-18.836456,-19.922836,-20.497797,-20.742958,-21.037966,-21.368965,-21.616196,-21.445473,-21.016787,-21.263716,-21.376095,-21.606106,-21.410133,-18.784578,-19.717476,-20.219751,-20.631834,-20.990849,-21.362041,-20.51047,-20.894718,-20.541216,-21.310307,-22.404211,-21.238688,-22.325026,-24.279366,-25.472807,-20.867077,-20.574184,-20.818626,-21.488443,-22.42627,-24.763275,-25.793612,-24.722187,-25.484642,-25.731802,-25.223246,-24.511574,-23.532684,-23.845922,-21.788168,-18.136765,-18.233309,-19.023375,-20.076492,-20.629145,-20.8574,-21.136778,-21.44008,-21.661615,-21.475729,-21.116802,-21.351088,-21.44597,-21.652176,-21.439682,-18.972855,-19.875927,-20.360817,-20.752949,-21.092192,-21.433517,-17.271542,-17.329256,-18.323936,-19.474167,-20.12064,-20.420729,-20.764088,-21.178982,-21.488384,-21.361311,-20.73961,-21.023844,-21.187569,-21.476831,-21.328012,-18.270498,-19.25377,-19.814592,-20.286467,-20.711344,-21.172253,-20.79924,-21.52364,-22.555365,-23.810879,-24.515472
28,2.220446E-16,1.63206625E10,0.56066155,9842935,-17.497665,-17.597609,-18.596375,-19.762291,-20.344156,-20.60024,-20.882048,-21.167065,-21.377625,-21.167273,-20.865221,-21.078909,-21.172436,-21.36888,-21.128212,-18.542347,-19.542908,-20.080135,-20.48196,-20.83534,-21.159893,-19.96165,-20.517094,-20.048666,-20.271715,-21.264914,-20.221613,-21.198637,-22.854763,-24.009659,-20.469652,-20.096413,-20.077843,-20.50503,-21.29223,-23.265966,-24.5872,-23.223412,-24.017542,-24.519928,-24.299116,-23.74954,-22.891727,-23.181517,-21.260523,-17.780985,-17.899965,-18.777481,-19.905882,-20.458887,-20.69511,-20.959301,-21.214808,-21.406063,-21.184011,-20.943827,-21.142824,-21.219341,-21.397846,-21.144447,-18.724468,-19.692804,-20.206804,-20.58497,-20.914791,-21.208069,-17.040361,-17.13558,-18.290688,-19.520893,-20.152897,-20.446714,-20.758387,-21.090158,-21.331556,-21.139519,-20.739555,-20.974579,-21.09706,-21.3221,-21.101337,-18.234743,-19.289534,-19.86923,-20.312822,-20.70768,-21.082306,-20.321505,-21.005062,-21.990137,-23.149414,-23.757055
28,2.220446E-16,3.04443208E10,0.7168847,5958291,-15.10549,-15.891165,-18.366255,-19.94131,-20.657465,-20.9732,-21.286634,-21.622793,-21.85023,-21.637154,-21.264189,-21.52602,-21.628906,-21.839746,-21.595196,-18.300934,-19.659481,-20.373526,-20.82707,-21.238873,-21.613407,-20.412966,-20.960796,-20.508013,-20.2594,-21.34491,-20.159983,-21.30156,-23.727062,-25.01806,-20.925117,-20.555162,-20.464943,-20.60207,-21.397316,-24.268892,-25.251532,-24.224762,-25.030493,-25.205074,-24.550459,-23.723593,-22.638283,-22.9754,-20.75854,-15.433456,-16.05813,-18.378597,-19.940222,-20.655233,-20.96919,-21.282822,-21.617458,-21.844667,-21.631813,-21.261147,-21.520117,-21.623587,-21.834179,-21.589989,-18.313631,-19.659569,-20.371288,-20.823816,-21.234718,-21.607986,-15.367408,-15.981821,-18.33757,-19.903845,-20.623756,-20.938478,-21.254602,-21.588766,-21.81862,-21.605652,-21.232832,-21.492296,-21.594791,-21.808044,-21.56401,-18.272549,-19.621742,-20.337082,-20.792915,-21.206282,-21.579735,-19.760708,-20.483461,-21.5762,-22.937407,-23.724411
28,2.220446E-16,2.16835932E10,0.5621412,9963413,-17.111002,-17.227358,-18.33063,-19.600204,-20.263103,-20.572369,-20.89321,-21.239056,-21.48215,-21.28301,-20.871521,-21.129932,-21.245497,-21.471989,-21.244118,-18.275436,-19.35951,-19.972448,-20.431093,-20.842802,-21.230745,-20.076551,-20.630964,-20.170351,-20.217724,-21.168686,-20.177116,-21.085886,-22.844978,-24.10657,-20.59086,-20.21851,-20.147154,-20.480513,-21.18643,-23.3179,-24.63743,-23.271818,-24.114906,-24.578388,-24.31163,-23.75017,-22.88823,-23.17836,-21.255833,-17.463457,-17.608526,-18.618704,-19.849808,-20.463799,-20.73587,-21.023823,-21.31862,-21.528687,-21.310127,-21.004663,-21.238667,-21.323757,-21.51926,-21.27035,-18.564714,-19.618307,-20.195284,-20.609539,-20.977594,-21.310892,-16.840221,-16.950165,-18.142284,-19.45605,-20.159407,-20.492926,-20.834568,-21.205957,-21.464243,-21.272562,-20.811708,-21.08515,-21.213007,-21.453678,-21.234007,-18.085808,-19.204891,-19.855211,-20.342005,-20.781654,-21.197544,-20.33249,-21.000593,-21.985756,-23.14608,-23.75698
28,2.220446E-16,1.78386289E10,0.33889556,9970076,-15.724253,-15.955586,-17.649153,-19.11516,-19.866442,-20.213715,-20.560743,-20.937117,-21.20029,-21.012695,-20.536072,-20.813137,-20.943874,-21.189358,-20.97356,-17.587326,-18.8385,-19.55725,-20.056091,-20.508219,-20.928658,-19.83067,-20.36928,-19.921974,-19.93395,-20.891203,-19.891388,-20.795044,-22.78874,-24.156654,-20.33335,-19.968382,-19.896317,-20.203085,-20.902414,-23.336664,-24.529427,-23.286978,-24.167364,-24.474163,-23.95934,-23.230408,-22.231148,-22.549534,-20.456337,-16.330257,-16.537106,-17.998848,-19.400953,-20.100304,-20.409891,-20.722902,-21.043928,-21.264488,-21.052166,-20.700771,-20.952583,-21.049244,-21.254581,-21.011795,-17.939571,-19.137665,-19.810757,-20.267462,-20.67453,-21.035402,-15.646107,-15.860793,-17.569796,-19.042425,-19.8055,-20.163412,-20.517532,-20.90892,-21.182278,-21.002405,-20.492077,-20.77744,-20.916315,-21.171164,-20.963415,-17.507467,-18.762213,-19.489477,-20.001493,-20.464533,-20.899782,-19.471083,-20.188862,-21.235271,-22.51395,-23.234003
28,2.220446E-16,1.16632934E10,0.5336455,8334017,-15.742137,-15.975751,-17.589424,-18.952051,-19.6416,-19.958996,-20.288008,-20.651909,-20.931581,-20.77704,-20.26537,-20.527956,-20.65911,-20.920553,-20.741405,-17.529781,-18.695173,-19.346348,-19.814642,-20.23691,-20.645449,-19.819536,-20.223387,-19.857845,-20.485666,-21.577423,-20.41392,-21.484436,-23.289482,-24.58964,-20.195597,-19.892117,-20.097445,-20.701328,-21.593193,-23.784357,-25.022173,-23.736557,-24.599064,-24.966328,-24.51759,-23.819048,-22.839699,-23.154716,-21.079594,-16.40395,-16.609901,-17.967346,-19.242737,-19.890295,-20.170921,-20.477615,-20.798838,-21.031984,-20.845499,-20.457062,-20.70232,-20.80438,-21.022108,-20.808138,-17.910364,-19.002003,-19.604734,-20.04248,-20.428757,-20.792126,-15.566357,-15.820493,-17.5234,-18.905394,-19.602732,-19.924515,-20.25518,-20.624258,-20.910143,-20.760633,-20.232645,-20.496357,-20.631496,-20.898891,-20.725101,-17.462923,-18.646006,-19.305819,-19.778149,-20.203985,-20.61768,-20.103785,-20.813932,-21.854536,-23.11943,-23.823195
28,2.220446E-16,1.57605089E10,0.29902405,10396158,-15.8075285,-16.09392,-17.841639,-19.288673,-19.997515,-20.318068,-20.640455,-21.005192,-21.25989,-21.080168,-20.619314,-20.887323,-21.012005,-21.249285,-21.042538,-17.779818,-19.020073,-19.702805,-20.17174,-20.59058,-20.995504,-19.982855,-20.46745,-20.058794,-20.25776,-21.298721,-20.193695,-21.215298,-23.436249,-24.690676,-20.436016,-20.100159,-20.099146,-20.476965,-21.317978,-23.971277,-24.928778,-23.929245,-24.70332,-24.879393,-24.27013,-23.498486,-22.46988,-22.794092,-20.663118,-15.920669,-16.220564,-17.947023,-19.389338,-20.087635,-20.397179,-20.712175,-21.058735,-21.298306,-21.105835,-20.691515,-20.953691,-21.064938,-21.287994,-21.06751,-17.885683,-19.123331,-19.798285,-20.255144,-20.663425,-21.049461,-15.171224,-15.582853,-17.659128,-19.159395,-19.892014,-20.22929,-20.564098,-20.945122,-21.217333,-21.049923,-20.541975,-20.816849,-20.95236,-21.206364,-21.012821,-17.59528,-18.88309,-19.591497,-20.075949,-20.512592,-20.93585,-19.686714,-20.394255,-21.454056,-22.75775,-23.500631
28,2.220446E-16,1.4851458E10,0.5244237,10422405,-17.380568,-17.457441,-18.339334,-19.493519,-20.10263,-20.361317,-20.655748,-20.959843,-21.188805,-20.98779,-20.635975,-20.866909,-20.965693,-21.179106,-20.94916,-18.284334,-19.2642,-19.820639,-20.243345,-20.608328,-20.952234,-19.881853,-20.370632,-19.950123,-20.368294,-21.448471,-20.288588,-21.392347,-23.501318,-24.611038,-20.333742,-19.992594,-20.049097,-20.540894,-21.482903,-23.974024,-24.841719,-23.937542,-24.624674,-24.783697,-24.244465,-23.541956,-22.582739,-22.891356,-20.865284,-17.420046,-17.497547,-18.372377,-19.522469,-20.13088,-20.387709,-20.681124,-20.983978,-21.20678,-21.000978,-20.661682,-20.89334,-20.989819,-21.197065,-20.96199,-18.317778,-19.293638,-19.849466,-20.270731,-20.633787,-20.976263,-16.912378,-16.951332,-17.983309,-19.201042,-19.868336,-20.168873,-20.49665,-20.84979,-21.117956,-20.941044,-20.475416,-20.728334,-20.857307,-21.107258,-20.903503,-17.925955,-18.956558,-19.563925,-20.033684,-20.44474,-20.841972,-19.897001,-20.60411,-21.62262,-22.856836,-23.545864
28,2.220446E-16,1.52043889E10,0.96254724,10444583,-17.130735,-17.27797,-18.506939,-19.71609,-20.331093,-20.591187,-20.88432,-21.197268,-21.430424,-21.252558,-20.864695,-21.099966,-21.203432,-21.42117,-21.21645,-18.451584,-19.490704,-20.049458,-20.472414,-20.837193,-21.190565,-20.324827,-20.70274,-20.345037,-21.21893,-22.327349,-21.150549,-22.240368,-24.074335,-25.265732,-20.672274,-20.376764,-20.683168,-21.40607,-22.344765,-24.545948,-25.590218,-24.504272,-25.27711,-25.52581,-24.987158,-24.245377,-23.242939,-23.561216,-21.472984,-17.490286,-17.642248,-18.748156,-19.900185,-20.478785,-20.712936,-20.986477,-21.266901,-21.474176,-21.279814,-20.968369,-21.188627,-21.272234,-21.465569,-21.242943,-18.694572,-19.685263,-20.209362,-20.605341,-20.941936,-21.260223,-16.82578,-16.954294,-18.182528,-19.42748,-20.077522,-20.366417,-20.683016,-21.04538,-21.326443,-21.182247,-20.66124,-20.916288,-21.053034,-21.315746,-21.14772,-18.126331,-19.191233,-19.784716,-20.235361,-20.633314,-21.03838,-20.46759,-21.20581,-22.248405,-23.52579,-24.248014
28,2.220446E-16,1.7134082E10,1.2920506,10178758,-17.713652,-17.84225,-18.858688,-19.975927,-20.530895,-20.77451,-21.04852,-21.353752,-21.585888,-21.417078,-21.030657,-21.251022,-21.36003,-21.576515,-21.381395,-18.805483,-19.771282,-20.269049,-20.661694,-21.004404,-21.347404,-20.479553,-20.86935,-20.508757,-21.282154,-22.361498,-21.216774,-22.2712,-24.223747,-25.41843,-20.83577,-20.541502,-20.79698,-21.475056,-22.377531,-24.710873,-25.745115,-24.670065,-25.429996,-25.68205,-25.179806,-24.470047,-23.49275,-23.805742,-21.750328,-18.029627,-18.170279,-19.083212,-20.161825,-20.687714,-20.909935,-21.167294,-21.43835,-21.642576,-21.453403,-21.151081,-21.35575,-21.44351,-21.633821,-21.416729,-19.031338,-19.964155,-20.436762,-20.806467,-21.124819,-21.432123,-17.183376,-17.315138,-18.488638,-19.678135,-20.285393,-20.567871,-20.871607,-21.227674,-21.500895,-21.360825,-20.851452,-21.096869,-21.235516,-21.490547,-21.326546,-18.433119,-19.459246,-20.005936,-20.438324,-20.824022,-21.221087,-20.75772,-21.485771,-22.516861,-23.770863,-24.473808
28,2.220446E-16,1.42770299E10,1.0010033,10183374,-17.548887,-17.652548,-18.57205,-19.658134,-20.221163,-20.459547,-20.744267,-21.060669,-21.298744,-21.126743,-20.724918,-20.95278,-21.067616,-21.28899,-21.09136,-18.520329,-19.455564,-19.949383,-20.350986,-20.69802,-21.052784,-20.16205,-20.56731,-20.194506,-20.986706,-22.087612,-20.916874,-22.01582,-23.876427,-24.986229,-20.53623,-20.229893,-20.478249,-21.162464,-22.113005,-24.319427,-25.345972,-24.281885,-24.997278,-25.27724,-24.841661,-24.17607,-23.234606,-23.540545,-21.528254,-17.964176,-18.075016,-18.853056,-19.880922,-20.407742,-20.617752,-20.879148,-21.15422,-21.358389,-21.164436,-20.861383,-21.070976,-21.15989,-21.349377,-21.128078,-18.803362,-19.687792,-20.147562,-20.52173,-20.835869,-21.146587,-17.404575,-17.49728,-18.465834,-19.576963,-20.160427,-20.408094,-20.69968,-21.026035,-21.270994,-21.107922,-20.679836,-20.91157,-21.033298,-21.260939,-21.073143,-18.413437,-19.369179,-19.881943,-20.295671,-20.65228,-21.018242,-20.54653,-21.266779,-22.282331,-23.506401,-24.180758
28,2.220446E-16,1.43766252E10,0.64237005,10189420,-16.44199,-16.632673,-18.141436,-19.481586,-20.136919,-20.42723,-20.72135,-21.027647,-21.270473,-21.097801,-20.70379,-20.920366,-21.033243,-21.26099,-21.064266,-18.08184,-19.23079,-19.85922,-20.294102,-20.672169,-21.02137,-20.127203,-20.543581,-20.168411,-20.755644,-21.891195,-20.666973,-21.81106,-24.04563,-25.141376,-20.507353,-20.203205,-20.399424,-20.968355,-21.916065,-24.53341,-25.282848,-24.499357,-25.155348,-25.224482,-24.56442,-23.783215,-22.764267,-23.084143,-20.98975,-16.807604,-17.030674,-18.436913,-19.728289,-20.335764,-20.597834,-20.86853,-21.144833,-21.357653,-21.16524,-20.851614,-21.0574,-21.149603,-21.348724,-21.130442,-18.378742,-19.492317,-20.073477,-20.476341,-20.822687,-21.138414,-16.372862,-16.577307,-18.134346,-19.475706,-20.128645,-20.418587,-20.712639,-21.026302,-21.274794,-21.106518,-20.695002,-20.9143,-21.032015,-21.265247,-21.072948,-18.074514,-19.224585,-19.852541,-20.285578,-20.663536,-21.01976,-20.002993,-20.724035,-21.76618,-23.048367,-23.785084
28,2.220446E-16,1.77321472E10,0.61415386,10195406,-16.658966,-16.837475,-18.237202,-19.554909,-20.212181,-20.507233,-20.816006,-21.153519,-21.397455,-21.214867,-20.794264,-21.045044,-21.16022,-21.387135,-21.17635,-18.17881,-19.309793,-19.927067,-20.37171,-20.767735,-21.144718,-20.166328,-20.61722,-20.222548,-20.708284,-21.782228,-20.639086,-21.697508,-23.805204,-24.980179,-20.584938,-20.261364,-20.37867,-20.916204,-21.801346,-24.307022,-25.195787,-24.268269,-24.993435,-25.138126,-24.525433,-23.7592,-22.742302,-23.062582,-20.960999,-17.151327,-17.2963,-18.45452,-19.70003,-20.326368,-20.597425,-20.894594,-21.210423,-21.435888,-21.239841,-20.874187,-21.115803,-21.216482,-21.42598,-21.20075,-18.398561,-19.466415,-20.047966,-20.47252,-20.847643,-21.201836,-16.671812,-16.825409,-18.145727,-19.458961,-20.124119,-20.42317,-20.740002,-21.091976,-21.353086,-21.181377,-20.717356,-20.975428,-21.099068,-21.342176,-21.143686,-18.087477,-19.212029,-19.834694,-20.2862,-20.690905,-21.083544,-19.96494,-20.694016,-21.740702,-23.026888,-23.761648
